file_path,landmark,target
regenerated_new/1/H/case-106856_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-106856_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-106856_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-106856_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-106882_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-106882_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-106882_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-106882_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-106963_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-106963_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-106963_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-106963_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-106973_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-106973_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-106973_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-106973_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-106991_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-106991_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-106991_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-106991_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-107068_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-107068_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-107068_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-107068_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-107184_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-107184_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-107184_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-107184_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-107267_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-107267_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-107267_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-107267_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-107296_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-107296_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-107296_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-107296_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-110146_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-110146_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-110146_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-110146_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-110184_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-110184_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-110184_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-110184_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-110307_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-110307_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-110307_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-110307_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-110324_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-110324_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-110324_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-110324_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-110378_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-110378_JAY_ANNOTATION.png,1,5
regenerated_new/5/H/case-110378_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-110382_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-110382_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-110382_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-110382_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-110393_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-110393_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-110393_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-110393_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-110447_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-110447_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-110447_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-110447_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-110519_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-110519_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-110519_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-110519_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-110588_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-110588_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-110588_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-110588_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-110636_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-110636_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-110636_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-110636_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-110640_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-110640_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-110640_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-110640_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-110649_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-110649_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-110649_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-110649_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-110664_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-110664_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-110664_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-110664_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-110831_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-110831_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-110831_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-110831_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-110870_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-110870_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-110870_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-110870_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-111040_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-111040_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-111040_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-111040_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-111057_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-111057_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-111057_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-111057_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-111159_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-111159_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-111159_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-111159_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-111162_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-111162_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-111162_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-111162_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-111165_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-111165_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-111165_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-111165_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-111178_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-111178_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-111178_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-111178_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-111246_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-111246_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-111246_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-111246_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-111273_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-111273_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-111273_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-111273_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-111359_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-111359_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-111359_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-111359_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-111405_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-111405_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-111405_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-111405_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-111446_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-111446_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-111446_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-111446_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-111546_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-111546_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-111546_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-111546_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-111573_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-111573_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-111573_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-111573_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-111685_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-111685_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-111685_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-111685_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-111755_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-111755_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-111755_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-111755_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-111791_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-111791_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-111791_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-111791_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-111819_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-111819_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-111819_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-111819_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-111830_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-111830_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-111830_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-111830_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-111863_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-111863_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-111863_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-111863_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-111923_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-111923_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-111923_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-111923_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-112038_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-112038_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-112038_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-112038_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-112071_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-112071_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-112071_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-112071_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-112086_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-112086_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-112086_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-112086_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-112092_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-112092_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-112092_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-112092_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-112132_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-112132_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-112132_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-112132_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-112180_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-112180_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-112180_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-112180_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-112208_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-112208_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-112208_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-112208_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-112234_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-112234_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-112234_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-112234_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-112249_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-112249_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-112249_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-112249_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-112292_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-112292_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-112292_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-112292_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-112297_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-112297_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-112297_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-112297_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-112348_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-112348_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-112348_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-112348_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-112364_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-112364_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-112364_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-112364_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-112387_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-112387_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-112387_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-112387_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-112425_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-112425_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-112425_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-112425_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-112437_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-112437_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-112437_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-112437_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-112453_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-112453_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-112453_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-112453_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-112536_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-112536_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-112536_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-112536_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-112545_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-112545_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-112545_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-112545_JAY_ANNOTATION.png,5,1
regenerated_new/1/H/case-112559_JAY_ANNOTATION.png,1,4
regenerated_new/1/H/case-112559_JAY_ANNOTATION.png,1,5
regenerated_new/4/H/case-112559_JAY_ANNOTATION.png,4,1
regenerated_new/5/H/case-112559_JAY_ANNOTATION.png,5,1
